Unnamed: 0,author_id,created_at,edit_history_tweet_ids,tweetid,message,retweet_count,reply_count,like_count,quote_count,profile_urls,user_username,user_name,user_ids,my_label,sentiment,trained_on,df_index,hashtag
44,1556653733546758147,2022-12-22 11:30:06+00:00,[1605888404704698368],1605888404704698368,"@DailyLoud Proof we live in the greatest generation in human history, we have the best basketball ball player, best soccer player/players, best swimmer, best long runner , best tennis player , wayy better tec , no wars , we even have the best chess player in Magnus Carlsen",0,1,0,0,https://pbs.twimg.com/profile_images/1587529454875705346/G4C25yB3_normal.jpg,Zekenbt,Zeke,1556653733546758147,,,0.0,44,[]
45,9365082,2022-12-22 11:25:12+00:00,[1605887172476915712],1605887172476915712,RT @anammostarac: 13-year-old Magnus Carlsen gets bored  while playing chess grandmaster Garry Kasparov https://t.co/B3Xryb9oBz,3813,0,0,0,https://pbs.twimg.com/profile_images/1565955019802873857/wQPCkOFl_normal.jpg,istok,Istok,9365082,,,0.0,45,[]
46,598173589,2022-12-22 11:17:48+00:00,[1605885309664628738],1605885309664628738,@El_Princiiipe @magnus__carlsen A'ight. I'll be waiting,0,1,0,0,https://pbs.twimg.com/profile_images/1604539845644550145/hdHkY9UB_normal.jpg,Sulaiman_cule,𝓢𝓾𝓵𝓪𝓲𝓶𝓪𝓷 💫,598173589,,,0.0,46,[]
47,598173589,2022-12-22 11:15:35+00:00,[1605884751377752069],1605884751377752069,"@El_Princiiipe @magnus__carlsen Lmao 
Was I suppose to get your sorry ass beat on my first meeting with you? That's not how to welcome a guest. Regardless of how loudmouthed they are",0,1,0,0,https://pbs.twimg.com/profile_images/1604539845644550145/hdHkY9UB_normal.jpg,Sulaiman_cule,𝓢𝓾𝓵𝓪𝓲𝓶𝓪𝓷 💫,598173589,,,0.0,47,[]
48,2158893356,2022-12-22 11:16:54+00:00,[1605885084141096961],1605885084141096961,@Sulaiman_cule @magnus__carlsen Lmao round the next time. I won’t even come with that captain💀,0,1,0,0,https://pbs.twimg.com/profile_images/1603859632891518982/CqTfhlI__normal.jpg,El_Princiiipe,Thanatos,2158893356,,,0.0,48,[]
49,2158893356,2022-12-22 11:13:06+00:00,[1605884128280338437],1605884128280338437,@magnus__carlsen Pulled on the other sulaiman @Sulaiman_cule he couldn’t do shit,0,1,0,0,https://pbs.twimg.com/profile_images/1603859632891518982/CqTfhlI__normal.jpg,El_Princiiipe,Thanatos,2158893356,,,0.0,49,[]
50,2158893356,2022-12-22 10:56:56+00:00,[1605880059830497280],1605880059830497280,@magnus__carlsen @mossheadrises I go pull up in KD soon. Pull up,0,1,0,0,https://pbs.twimg.com/profile_images/1603859632891518982/CqTfhlI__normal.jpg,El_Princiiipe,Thanatos,2158893356,,,0.0,50,[]
51,2158893356,2022-12-22 10:41:13+00:00,[1605876105444937729],1605876105444937729,@magnus__carlsen @mossheadrises Finally accepting the name eh?,0,1,0,0,https://pbs.twimg.com/profile_images/1603859632891518982/CqTfhlI__normal.jpg,El_Princiiipe,Thanatos,2158893356,,,0.0,51,[]
52,271839409,2022-12-22 11:04:18+00:00,[1605881911791984640],1605881911791984640,RT @anammostarac: 13-year-old Magnus Carlsen gets bored  while playing chess grandmaster Garry Kasparov https://t.co/B3Xryb9oBz,3813,0,0,0,https://pbs.twimg.com/profile_images/1475500673395564546/8qnjYuoZ_normal.jpg,Lucasino360,⚓Àni wàyrey nimi sè⚓,271839409,,,0.0,52,[]
53,1603275881677406208,2022-12-22 10:47:16+00:00,[1605877627436224512],1605877627436224512,@barcal899 It was all VARdrid's pr. Magnus Carlsen already exposed them,0,0,1,0,https://pbs.twimg.com/profile_images/1605398346247852032/YNdhN2c9_normal.jpg,messiahballin,lapulga,1603275881677406208,,,0.0,53,[]
54,1060653857301295104,2022-12-22 10:33:45+00:00,[1605874225431973890],1605874225431973890,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1060656939229687814/kcRLQvcc_normal.jpg,CarlosR47252625,Carlos Ramírez,1060653857301295104,,,0.0,54,[]
55,1535069041924407296,2022-12-22 10:25:52+00:00,[1605872239920009219],1605872239920009219,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1559894840787501056/skVgd0na_normal.jpg,abrarulhu,ABRARUL HOQUE,1535069041924407296,,,0.0,55,[]
56,624000012,2022-12-22 10:06:23+00:00,[1605867336904343553],1605867336904343553,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1503800922882953219/JP0ZE9cv_normal.jpg,scineram,トウカイテイオー,624000012,,,0.0,56,[]
57,1585429337385603072,2022-12-22 09:57:03+00:00,[1605864989943664643],1605864989943664643,@Cobratate Have you ever played chess with Magnus Carlsen?,0,0,8,0,https://pbs.twimg.com/profile_images/1585429800872988672/owdWZ8ib_normal.jpg,VolanMars,Elizabeth Kincaid,1585429337385603072,,,0.0,57,[]
58,2872502835,2022-12-22 09:48:13+00:00,[1605862765565919232],1605862765565919232,"RT @chess24com: Magnus on the most promising youngsters: 

""Obviously Alireza is head and shoulders above everyone else when it comes to ba…",6,0,0,0,https://pbs.twimg.com/profile_images/1604602785194037253/trol2U8O_normal.jpg,supremo_gianni,🇨🇵🇨🇵,2872502835,,,0.0,58,[]
59,725910549603569666,2022-12-22 09:24:45+00:00,[1605856862175432705],1605856862175432705,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1303971614418038785/5_BqxgT9_normal.jpg,enlighter1992,Sushovan Mandal,725910549603569666,,,0.0,59,[]
60,1327524313310879746,2022-12-22 09:11:01+00:00,[1605853402965200898],1605853402965200898,"@sportbible Magnus Carlsen, chess all time great",0,2,0,0,https://pbs.twimg.com/profile_images/1518291294254157826/UXqIeIBs_normal.jpg,akaxevi,Josevi,1327524313310879746,,,0.0,60,[]
61,206613256,2022-12-22 09:05:55+00:00,[1605852121035046914],1605852121035046914,"RT @chess24com: Magnus: ""I think it's going to be great for both fans and players — as simple as that!""  https://t.co/dk2a03JDXB 
#c24live…",4,0,0,0,https://pbs.twimg.com/profile_images/1481929294763151363/qmLStw0L_normal.jpg,2hard4me,W I L L Y,206613256,,,0.0,61,['c24live']
62,2297951152,2022-12-22 09:05:04+00:00,[1605851908530327553],1605851908530327553,RT @anammostarac: 13-year-old Magnus Carlsen gets bored  while playing chess grandmaster Garry Kasparov https://t.co/B3Xryb9oBz,3813,0,0,0,https://pbs.twimg.com/profile_images/1505660476285501441/BiqW8LWe_normal.jpg,WuppDi,SchwuppDiWupp,2297951152,,,0.0,62,[]
63,2560889150,2022-12-22 09:02:13+00:00,[1605851188078858240],1605851188078858240,RT @anammostarac: 13-year-old Magnus Carlsen gets bored  while playing chess grandmaster Garry Kasparov https://t.co/B3Xryb9oBz,3813,0,0,0,https://pbs.twimg.com/profile_images/1574701810861985792/ysbERrJ__normal.jpg,Papaleaks,@papaleaks@totoot.social,2560889150,,,0.0,63,[]
64,137940224,2022-12-22 09:01:29+00:00,[1605851006205583362],1605851006205583362,RT @anammostarac: 13-year-old Magnus Carlsen gets bored  while playing chess grandmaster Garry Kasparov https://t.co/B3Xryb9oBz,3813,0,0,0,https://pbs.twimg.com/profile_images/1493660323152285700/tLBe84_Z_normal.jpg,Adrianyounghusb,Mkhaya,137940224,,,0.0,64,[]
65,16697144,2022-12-22 09:01:09+00:00,[1605850922617143296],1605850922617143296,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1554409908597993472/wms8917p_normal.jpg,vrnataraj,Nataraj VR 🇮🇳,16697144,,,0.0,65,[]
66,2232161175,2022-12-22 09:00:05+00:00,[1605850654102081537],1605850654102081537,RT @roshanthomas: @anammostarac @cdixon While a 16 yr old Indian kid stunned the grown up champ Magnus today. Fate loves irony!  https://t.…,66,0,0,0,https://pbs.twimg.com/profile_images/1579408614929965056/UT1Xi89j_normal.jpg,meg_gyver,🍁 Meg,2232161175,,,0.0,66,[]
67,2232161175,2022-12-22 08:59:41+00:00,[1605850550838272000],1605850550838272000,RT @anammostarac: 13-year-old Magnus Carlsen gets bored  while playing chess grandmaster Garry Kasparov https://t.co/B3Xryb9oBz,3813,0,0,0,https://pbs.twimg.com/profile_images/1579408614929965056/UT1Xi89j_normal.jpg,meg_gyver,🍁 Meg,2232161175,,,0.0,67,[]
68,59388361,2022-12-22 08:51:06+00:00,[1605848391304478721],1605848391304478721,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/480335704426176512/9zx9gMMP_normal.jpeg,jigneshnpatel,Jignesh Patel,59388361,,,0.0,68,[]
69,705425501968601089,2022-12-22 08:46:58+00:00,[1605847352660615170],1605847352660615170,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1564506497211670529/8uvHLo1P_normal.jpg,DiddrisElba,Bryan Gregus,705425501968601089,,,0.0,69,[]
70,1182924034494914560,2022-12-22 08:09:49+00:00,[1605838004102336513],1605838004102336513,"“they probably don’t have internet in whatever borat country he’s from” — carlsen, magnus",0,0,5,0,https://pbs.twimg.com/profile_images/1432335931923632135/QjsvJjW4_normal.jpg,galicianscion,веллозу,1182924034494914560,,,0.0,70,[]
71,1216878865630388224,2022-12-22 07:45:08+00:00,[1605831792363044866],1605831792363044866,"RT @chess24com: Magnus Carlsen: “I feel that classical probably will be phased out a little bit, at least at the top level. At least that’s…",3,0,0,0,https://pbs.twimg.com/profile_images/1299092768376061953/h4aFejCF_normal.jpg,LipetzNathan,Nathan Lipetz,1216878865630388224,,,0.0,71,[]
72,987738526996299776,2022-12-22 07:44:01+00:00,[1605831510442901505],1605831510442901505,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1386436358194016258/-4PO1c-R_normal.jpg,huyenng22448428,ntth,987738526996299776,,,0.0,72,[]
73,1395351001461403659,2022-12-22 07:42:39+00:00,[1605831165277048832],1605831165277048832,i just might be the magnus carlsen of sudoku,0,0,3,0,https://pbs.twimg.com/profile_images/1591833907003113479/BsU-84Wn_normal.jpg,musa_1s,musa,1395351001461403659,,,0.0,73,[]
74,3557183655,2022-12-22 07:37:04+00:00,[1605829761019924482],1605829761019924482,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1583348567095263233/A4Tyzz_i_normal.jpg,Palmwinechappie,𝗠𝗮𝘆𝗼𝗿 𝗼𝗳 𝗔𝗱𝗮 𝗚𝗲𝗼𝗿𝗴𝗲 🌴,3557183655,,,0.0,74,[]
75,1583374888638861312,2022-12-22 07:34:57+00:00,[1605829228410179584],1605829228410179584,"The Grandmaster: Magnus Carlsen and the Match That Made Chess Great Again QIQ0GFY

https://t.co/8aM2WOpRu6 https://t.co/fmm2xPIoxZ",0,0,0,0,https://pbs.twimg.com/profile_images/1583375021711450114/XC0tfLqh_normal.jpg,lysanne58d,Lysanne58dXq,1583374888638861312,,,0.0,75,[]
76,960742869987295233,2022-12-22 07:28:20+00:00,[1605827561929560064],1605827561929560064,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1048420145788379137/4sTj-OP-_normal.jpg,benezerlhouvum,Benezer Lhouvum,960742869987295233,,,0.0,76,[]
77,1583455889230819329,2022-12-22 07:19:17+00:00,[1605825287081848832],1605825287081848832,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1583509994854834176/QV9BdtX2_normal.jpg,RashtraSingh01,A S,1583455889230819329,,,0.0,77,[]
78,1454676533960867840,2022-12-22 07:16:54+00:00,[1605824685584834562],1605824685584834562,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1526124837743521792/q-ckAjvN_normal.jpg,narne_kumar06,narne kumar06,1454676533960867840,,,0.0,78,[]
79,14162782,2022-12-22 06:56:34+00:00,[1605819566667374592],1605819566667374592,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1571904404575457280/VP8h_L2q_normal.jpg,Martinoleary,Martin O'Leary,14162782,,,0.0,79,[]
80,1508692577326821384,2022-12-22 06:49:37+00:00,[1605817819790299139],1605817819790299139,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1508692855098806273/0gcDsctH_normal.jpg,JungleeBilla4,Sheldon's Cat,1508692577326821384,,,0.0,80,[]
81,333311525,2022-12-22 06:30:34+00:00,[1605813024190865409],1605813024190865409,RT @anammostarac: 13-year-old Magnus Carlsen gets bored  while playing chess grandmaster Garry Kasparov https://t.co/B3Xryb9oBz,3813,0,0,0,https://pbs.twimg.com/profile_images/806457679799459840/_CIq7Iq8_normal.jpg,jitcompile,Jithendra | ಜಿತೇನ್ದ್ರ | ஜித்தேந்திரா,333311525,,,0.0,81,[]
82,73384045,2022-12-22 06:18:20+00:00,[1605809945181425664],1605809945181425664,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1380790695607291910/qpBKysE7_normal.jpg,MORADFEKRI,M o R a D o F,73384045,,,0.0,82,[]
83,1585811035394494464,2022-12-22 06:16:45+00:00,[1605809546454130688],1605809546454130688,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1585815454739615744/VJpLOTL__normal.jpg,USADaddy56,USADaddy56,1585811035394494464,,,0.0,83,[]
84,1585811035394494464,2022-12-22 06:14:03+00:00,[1605808867341783041],1605808867341783041,RT @anammostarac: 13-year-old Magnus Carlsen gets bored  while playing chess grandmaster Garry Kasparov https://t.co/B3Xryb9oBz,3813,0,0,0,https://pbs.twimg.com/profile_images/1585815454739615744/VJpLOTL__normal.jpg,USADaddy56,USADaddy56,1585811035394494464,,,0.0,84,[]
85,1000743259151437824,2022-12-22 05:57:25+00:00,[1605804684693774337],1605804684693774337,"RT @chess24com: Magnus Carlsen: ""I feel that in speed chess I play a little bit better online""",3,0,0,0,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Silveri98152417,Silveri,1000743259151437824,,,0.0,85,[]
86,76588692,2022-12-22 05:42:49+00:00,[1605801007048495105],1605801007048495105,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/378800000621882590/b8389b24fc44f44bd667a209d6ecbfe0_normal.jpeg,Bclark796,Brandon Clark,76588692,,,0.0,86,[]
87,1380434220615659522,2022-12-22 05:37:26+00:00,[1605799653441622017],1605799653441622017,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1476697244363595776/CMRgS9nb_normal.jpg,Aminco71996612,Wiseman,1380434220615659522,,,0.0,87,[]
88,606154657,2022-12-22 05:34:42+00:00,[1605798966104190977],1605798966104190977,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1260476761600598016/-J4M6VYq_normal.jpg,Teebee_Lamola,Teebs,606154657,,,0.0,88,[]
89,1934628710,2022-12-22 05:26:11+00:00,[1605796824115077120],1605796824115077120,"It's the chess grand finals. On turn 1 I move my king backwards. It loops around the board and comes out the other side, instantly claiming Magnus Carlsen's king. The audience is stunned, literally nobody has ever tried that before. I am declared Lord Gamer and rule tyrannically",0,0,2,0,https://pbs.twimg.com/profile_images/1375666394042224643/7Bng6Vt3_normal.jpg,Mop_Of_L,L-Mop,1934628710,,,0.0,89,[]
90,75824205,2022-12-22 05:21:33+00:00,[1605795658014855170],1605795658014855170,"https://t.co/sm7mxbL0yr has acquired Play Magnus  Group to be #1 in #chess online 
https://t.co/tZLfBQcuhe",0,0,0,0,https://pbs.twimg.com/profile_images/1602185529826725888/C2YENGcu_normal.jpg,mariuscalin,Marius Călin Chereches 🇹🇩 🎗♟💊,75824205,,,0.0,90,"['1', 'chess']"
91,1205007992023683072,2022-12-22 05:18:52+00:00,[1605794980118745088],1605794980118745088,"@OmnipotentBi tennis could never 😤

https://t.co/jxpAUd5N8Y",0,0,0,0,https://pbs.twimg.com/profile_images/1598419201957298176/74O-FWd5_normal.jpg,skylviaplath,Sky 🗡️🥀,1205007992023683072,,,0.0,91,[]
92,1580276266451730433,2022-12-22 05:05:53+00:00,[1605791716094513152],1605791716094513152,"RT @chess24com: Magnus on the most promising youngsters: 

""Obviously Alireza is head and shoulders above everyone else when it comes to ba…",6,0,0,0,https://pbs.twimg.com/profile_images/1583545188630364160/pCWYkqP6_normal.jpg,Seun312,Docky Oloye 1,1580276266451730433,,,0.0,92,[]
93,1580276266451730433,2022-12-22 05:05:15+00:00,[1605791556031504385],1605791556031504385,"RT @chess24com: It's finally official! Play Magnus Group is joining @chesscom, with @DanielRensch and @MagnusCarlsen talking about what the…",10,0,0,0,https://pbs.twimg.com/profile_images/1583545188630364160/pCWYkqP6_normal.jpg,Seun312,Docky Oloye 1,1580276266451730433,,,0.0,93,[]
94,243946802,2022-12-22 05:03:49+00:00,[1605791192733450240],1605791192733450240,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1495368768238743555/vBBVSuCL_normal.jpg,SyhmiShrolAnuar,Syahmi Sharol Anuar,243946802,,,0.0,94,[]
95,718899203,2022-12-22 04:58:25+00:00,[1605789834362073088],1605789834362073088,RT @anammostarac: 13-year-old Magnus Carlsen gets bored  while playing chess grandmaster Garry Kasparov https://t.co/B3Xryb9oBz,3813,0,0,0,https://pbs.twimg.com/profile_images/1559080657489432578/dzPLC2HO_normal.jpg,aqeelbutt397,Aqeel,718899203,,,0.0,95,[]
96,1572542346126045187,2022-12-22 04:54:27+00:00,[1605788836004777984],1605788836004777984,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1572542426702811136/DRgPAleQ_normal.png,kn07070707,kn,1572542346126045187,,,0.0,96,[]
97,1233071408739160065,2022-12-22 04:53:35+00:00,[1605788618462621697],1605788618462621697,RT @roshanthomas: @anammostarac @cdixon While a 16 yr old Indian kid stunned the grown up champ Magnus today. Fate loves irony!  https://t.…,66,0,0,0,https://pbs.twimg.com/profile_images/1567936852224778241/VPOcXaIl_normal.jpg,Magicofcharts,🇮🇳,1233071408739160065,,,0.0,97,[]
98,1233071408739160065,2022-12-22 04:53:17+00:00,[1605788541866233857],1605788541866233857,RT @anammostarac: 13-year-old Magnus Carlsen gets bored  while playing chess grandmaster Garry Kasparov https://t.co/B3Xryb9oBz,3813,0,0,0,https://pbs.twimg.com/profile_images/1567936852224778241/VPOcXaIl_normal.jpg,Magicofcharts,🇮🇳,1233071408739160065,,,0.0,98,[]
