Unnamed: 0,author_id,created_at,edit_history_tweet_ids,tweetid,message,retweet_count,reply_count,like_count,quote_count,profile_urls,user_username,user_name,user_ids,my_label,sentiment,trained_on,df_index,hashtag
55.0,1.3883198557036997e+18,2022-12-22 23:59:58+00:00,[1606077115773997064],1.606077115773997e+18,RT @nsfwlk: I still miiiight have not seen the movie... Maybe over Christmas vacation! https://t.co/5Qc7pxhgET,56.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1421091505494757381/eunz1Cpp_normal.jpg,datboiaj7,datboiaj,1.3883198557036997e+18,2.0,,0.0,55.0,[]
16.0,1696779145.0,2022-12-22 23:59:59+00:00,[1606077120559558658],1.606077120559559e+18,@karrie_an No gifts.   Stopped exchanging gifts ages ago.  I'd shop for weeks.   He'd buy something on Christmas Eve.  He complained about the gifts I bought.  A few years of that was enough.,0.0,0.0,1.0,0.0,https://pbs.twimg.com/profile_images/828417818022572032/OprGDHfH_normal.jpg,chbelkin,Cheryl Belkin,1696779145.0,,,0.0,16.0,[]
40.0,1.228811181508432e+18,2022-12-22 23:59:58+00:00,[1606077117267316736],1.6060771172673167e+18,"RT @allie_rae00: Merry Christmas to YOU🎄🎁
50% off for 30 days until Christmas 🎅🏼 
See comments 💋 https://t.co/xSUHC2SeDq",11.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1604608442580312067/SD3Gkp1u_normal.jpg,theoamilf,Theoamilf,1.228811181508432e+18,,,0.0,40.0,[]
88.0,401986455.0,2022-12-22 23:59:57+00:00,[1606077110010855425],1.6060771100108554e+18,@PhoeniX_13Th Free christmas money https://t.co/Of8kqYc1CJ,0.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1605584895090237441/QwO_Cg7u_normal.png,Phoe_tr4,Audrey Sebastian,401986455.0,,,0.0,88.0,[]
76.0,3220416294.0,2022-12-22 23:59:57+00:00,[1606077112279977986],1.606077112279978e+18,"RT @JohnWolfeYT: It'll be after Christmas but look, I'm doing it https://t.co/nZYy2rs9NI",14.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/600678255801176066/Vxz_-aCc_normal.jpg,danny10203,Daniel Ascencio,3220416294.0,,,0.0,76.0,[]
30.0,1.423962003757015e+18,2022-12-22 23:59:59+00:00,[1606077118483406850],1.6060771184834068e+18,"RT @Tessitore16: All i want for Christmas is a new season of prodigal son 🙏🎄🎄🎄
#ProdigalSon #SaveProdigalSon https://t.co/5Y3lbfAYlY",13.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1600606382239191046/DsYlb4IM_normal.jpg,madhatterist,Mad Hatterist,1.423962003757015e+18,,,0.0,30.0,"['ProdigalSon', 'SaveProdigalSon']"
6.0,52846262.0,2022-12-22 23:59:59+00:00,[1606077121394114560],1.6060771213941146e+18,"RT @FlexispotU: 🔔FlexiSpot 12 Days of Christmas🔔

Can you spot the differences? (total of 6)

DAY1⃣1⃣ - To enter:
✅Follow &amp; RT
✅Reply with…",371.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1180881684/P2220072_normal.JPG,lorrs1958,Lorraine Crighton,52846262.0,,,0.0,6.0,[]
29.0,1.486425797879636e+18,2022-12-22 23:59:59+00:00,[1606077118634373120],1.606077118634373e+18,RT @mspaintsonic: (early) christmas post https://t.co/x4MO3vasji,22.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1578106857851424768/DtEHa4DD_normal.jpg,dustyshores910,Dust!☆彡 // PRIME SPOILERS,1.486425797879636e+18,,,0.0,29.0,[]
38.0,2665253341.0,2022-12-22 23:59:58+00:00,[1606077117376000001],1.606077117376e+18,Went Christmas party shopping with his mama 🥰🤭 this party is gonna be fun 🤍,0.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1431447576763568131/ZCYJK3SF_normal.jpg,TheAlienZAP,Poison Ivy,2665253341.0,,,0.0,38.0,[]
1.0,1.4640457409933107e+18,2022-12-22 23:59:59+00:00,[1606077121872269313],1.6060771218722693e+18,RT @musicartistsph: “Christmas Party” (@SB19Official version) takes the top spot (#1) on iTunes Philippines Top Songs Chart. https://t.co/p…,1275.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1601789273677578240/bo4Bp2GS_normal.jpg,JustLoveCullen3,J A S H👑||INJ⁰¹⁴³🔥|gidiem og's☠|🥕||fan account,1.4640457409933107e+18,,,0.0,1.0,['1']
39.0,33384077.0,2022-12-22 23:59:58+00:00,[1606077117346639872],1.60607711734664e+18,RT @StephenM: Just 29 GOP Senators out of 50 oppose Democrats’ Christmas wish list of radical policies — and prefer a bill drafted by House…,429.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1332109942019518464/OVRc8Ics_normal.jpg,PenneyVC,MiltNFriedman,33384077.0,,,0.0,39.0,[]
68.0,1.1330807206735217e+18,2022-12-22 23:59:58+00:00,[1606077113731125248],1.6060771137311252e+18,"RT @Lustyageco: 🎄Christmas is coming 😍😍

@Lustyageco You will get your own Christmas gift 💕

Check here➡️https://t.co/cK2SSMcaKh

Alot of p…",28.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1515805105802682368/f_eUs4zf_normal.jpg,primosvergoneJM,ℙrimos 🇻🇪❤️𝕠𝕟𝕝𝕪𝕗𝕒𝕟𝕤 ❤️ 💎𝕋𝕆ℙ𝟙💎38𝕂,1.1330807206735217e+18,,,0.0,68.0,[]
17.0,1.586043904998228e+18,2022-12-22 23:59:59+00:00,[1606077120324677632],1.6060771203246776e+18,@NaturallyFTW Justin Trudeau must be taking advantage of his Drama teacher experience. Looks like they've put together the Christmas play for us,0.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1586453291621285889/OgNl6Y6z_normal.jpg,thing11223,thing,1.586043904998228e+18,,,0.0,17.0,[]
13.0,508129744.0,2022-12-22 23:59:59+00:00,[1606077120823799808],1.6060771208237998e+18,RT @auschwitzxhibit: During 1930s &amp; 1940s German-Nazis used ideology and propaganda to put Christmas in line with the antisemitic values: i…,169.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/2832051190/5cbbb5ba6368996eadf419a7def53c6b_normal.jpeg,esternlukin,Elizabeth S. Lukin,508129744.0,,,0.0,13.0,[]
43.0,8.268149820796846e+17,2022-12-22 23:59:58+00:00,[1606077117028089859],1.60607711702809e+18,RT @blackpinkbabo: MERRY CHRISTMAS BLACKPINK ♥️ https://t.co/MHdBKLF3Xf,23800.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1516138626098286606/2Iykebh__normal.jpg,lesbianforRose,Chikn,8.268149820796846e+17,,,0.0,43.0,[]
11.0,1.595243406108037e+18,2022-12-22 23:59:59+00:00,[1606077121117523972],1.606077121117524e+18,RT @blackpinkbabo: MERRY CHRISTMAS BLACKPINK ♥️ https://t.co/MHdBKLF3Xf,23800.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1597420859039584256/Uk1xNitC_normal.jpg,hileecak,icak,1.595243406108037e+18,,,0.0,11.0,[]
22.0,1.1138624984263188e+18,2022-12-22 23:59:59+00:00,[1606077119393632258],1.6060771193936325e+18,RT @blackpinkbabo: MERRY CHRISTMAS BLACKPINK ♥️ https://t.co/MHdBKLF3Xf,23800.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1509016804890673153/VRVtOwlW_normal.jpg,cf_1101,fangloveLSJKTHSG:)🧚💅,1.1138624984263188e+18,,,0.0,22.0,[]
26.0,365958245.0,2022-12-22 23:59:59+00:00,[1606077119032860672],1.6060771190328607e+18,RT @blackpinkbabo: MERRY CHRISTMAS BLACKPINK ♥️ https://t.co/MHdBKLF3Xf,23800.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1604092604597272577/brFtEOIt_normal.jpg,lovekhaitom,ทาสแมว🐈,365958245.0,,,0.0,26.0,[]
81.0,1.3402951887537398e+18,2022-12-22 23:59:57+00:00,[1606077111676317696],1.6060771116763177e+18,RT @blackpinkbabo: MERRY CHRISTMAS BLACKPINK ♥️ https://t.co/MHdBKLF3Xf,23800.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1580164553908056064/KhnzNCCX_normal.jpg,VrealGood,.,1.3402951887537398e+18,,,0.0,81.0,[]
15.0,25153444.0,2022-12-22 23:59:59+00:00,[1606077120723107840],1.6060771207231078e+18,RT @jerichobrown: Whitney Houston really did put out a Christmas album that was also a soundtrack album that was also a love song album tha…,21.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1539099997442039809/Fd4hCUDq_normal.jpg,PoeticJustiicee,Virgo’s Groove,25153444.0,,,0.0,15.0,[]
54.0,114622471.0,2022-12-22 23:59:58+00:00,[1606077115857637377],1.6060771158576374e+18,"RT @autcareandshare: Ryan's started visiting a horse called Eddie with his daycentre and has started to stroke Eddie and give him treats, R…",42.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/801175692226523136/POmeMtG8_normal.jpg,INFPmacleod,gasping idealist,114622471.0,,,0.0,54.0,[]
58.0,2189410396.0,2022-12-22 23:59:58+00:00,[1606077114985467907],1.606077114985468e+18,RT @alwaysolatunji: good luck @sidemen 🫶 proud no matter what 🤍 STREAM CHRISTMAS DRILLINGS https://t.co/BMhPLoZIq2,3.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1602332306320068609/1BfUDTHN_normal.jpg,ZozoLittle1999,Zoe Little 🩸 #HOLYFVCK,2189410396.0,,,0.0,58.0,[]
47.0,1.184231486075093e+18,2022-12-22 23:59:58+00:00,[1606077116906295296],1.6060771169062953e+18,RT @scottheidi576: A boy in a Christmas vest his Nonna sewed for him greeted me at the door last night and led me by the hand to an array o…,4.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1593261830595543043/6yJgN-hD_normal.jpg,MaggieDBar,MaggieB,1.184231486075093e+18,,,0.0,47.0,[]
74.0,145815148.0,2022-12-22 23:59:57+00:00,[1606077112674185217],1.6060771126741852e+18,RT @MattHighton: Hope that puts an end to the debate. The Traitors IS a Christmas film. https://t.co/ZYqpZUWhjP,28.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1267464060586598406/vTzlH3UD_normal.jpg,officiallucas1,Lucas,145815148.0,,,0.0,74.0,[]
87.0,3554466618.0,2022-12-22 23:59:57+00:00,[1606077110090702850],1.6060771100907028e+18,RT @jenniesrenes: BLACKPINK SINGING LAST CHRISTMAS https://t.co/PFisHh5e03,4792.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1568722967345115136/J-h8FVrN_normal.jpg,bornbleue,🦋,3554466618.0,,,0.0,87.0,[]
32.0,1.368026815223239e+18,2022-12-22 23:59:59+00:00,[1606077118332301312],1.6060771183323013e+18,"RT @hrrysgreysuit: The Royal Family together today at Windsor Castle for Christmas lunch hosted by His Majesty 🎄🥂🏰

United https://t.co/FlW…",260.0,0.0,0.0,0.0,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Dreegan3,Dreegan,1.368026815223239e+18,,,0.0,32.0,[]
